kor,no,url,part
복판,9924,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243637/MOV000257689_700X466.mp4,
복합관형사,19998,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285872/MOV000286091_700X466.mp4,
복합동사,19999,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285873/MOV000286097_700X466.mp4,
복합명사,20000,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285874/MOV000286102_700X466.mp4,
복합어,20001,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285875/MOV000286107_700X466.mp4,명사
볶다,7671,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628271/MOV000254050_700X466.mp4,
볶음밥,2996,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233815/MOV000245208_700X466.mp4,
본교,7673,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241802/MOV000254054_700X466.mp4,
본능,7674,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241803/MOV000254056_700X466.mp4,
본동사,20002,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285876/MOV000286111_700X466.mp4,명사
본디,3123,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151203/221278/MOV000239541_700X466.mp4,
본디,3593,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/232022/MOV000244394_700X466.mp4,
본뜨다,2433,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/230232/MOV000243586_700X466.mp4,
본뜨다,10632,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241804/MOV000254058_700X466.mp4,
본뜨다,11028,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241378/MOV000253197_700X466.mp4,
본뜨다,12752,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733674/MOV000251176_700X466.mp4,
본래,3123,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151203/221278/MOV000239541_700X466.mp4,
본래,3593,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/232022/MOV000244394_700X466.mp4,
본래,9147,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727682/MOV000255459_700X466.mp4,
본바탕,5311,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284590/MOV000281932_700X466.mp4,
본받다,10432,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160104/240525/MOV000251535_700X466.mp4,
본받다,11097,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735403/MOV000235683_700X466.mp4,
본받다,12210,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241858/MOV000254166_700X466.mp4,
본보기,12145,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/235857/MOV000246124_700X466.mp4,
본부,7836,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733307/MOV000254168_700X466.mp4,
본성,5311,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284590/MOV000281932_700X466.mp4,
본성,16333,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/275411/MOV000274873_700X466.mp4,
본심,3273,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151204/221419/MOV000239625_700X466.mp4,
본심,3594,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/232023/MOV000244396_700X466.mp4,
본용언,20003,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285877/MOV000286115_700X466.mp4,명사
본의,3273,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151204/221419/MOV000239625_700X466.mp4,
본의,3594,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/232023/MOV000244396_700X466.mp4,
본인,7837,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004451/MOV000359639_700X466.mp4,
본인,8856,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010142/MOV000360125_700X466.mp4,
본인,8857,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010144/MOV000360126_700X466.mp4,
본인,12291,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252806/MOV000265457_700X466.mp4,
본적없다,7672,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764377/MOV000254052_700X466.mp4,
본전,7865,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/287521/MOV000292377_700X466.mp4,
본질,5311,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284590/MOV000281932_700X466.mp4,
본질,16333,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/275411/MOV000274873_700X466.mp4,
본질적,3274,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151204/221420/MOV000239627_700X466.mp4,
볼,5312,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629740/MOV000246128_700X466.mp4,
볼,7838,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241861/MOV000254172_700X466.mp4,
볼,8834,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629739/MOV000248478_700X466.mp4,
볼기,3664,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/259821/MOV000268559_700X466.mp4,
볼기,5054,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632238/MOV000248628_700X466.mp4,
볼기,12028,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632240/MOV000255419_700X466.mp4,
볼기,12146,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632239/MOV000246130_700X466.mp4,
볼륨,15513,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/269645/MOV000272538_700X466.mp4,
볼리비아,7839,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042304/MOV000360953_700X466.mp4,
볼링,7840,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785478/MOV000357132_700X466.mp4,
볼펜,7841,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191017/628448/MOV000254178_700X466.mp4,
봄,1722,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627650/MOV000241390_700X466.mp4,
봄,7842,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010124/MOV000360113_700X466.mp4,
봄가을,3275,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151204/221421/MOV000239629_700X466.mp4,
봄바람,3276,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151204/221521/MOV000239631_700X466.mp4,
봄비,10175,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151204/221522/MOV000239633_700X466.mp4,
봉급,392,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629559/MOV000235751_700X466.mp4,
봉급,8227,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629558/MOV000255602_700X466.mp4,
봉급,10633,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629560/MOV000254182_700X466.mp4,
봉급생활자,2476,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229355/MOV000243176_700X466.mp4,
봉급생활자,2922,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005066/MOV000359794_700X466.mp4,
봉급생활자,3595,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/232024/MOV000244398_700X466.mp4,
봉급생활자,5313,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009648/MOV000359978_700X466.mp4,
봉급자,5313,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009648/MOV000359978_700X466.mp4,
봉사,315,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627237/MOV000250918_700X466.mp4,
봉사,9073,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627239/MOV000258818_700X466.mp4,
봉사,10471,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627241/MOV000254008_700X466.mp4,
봉사,12211,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627240/MOV000254184_700X466.mp4,
봉선화,12833,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241868/MOV000254186_700X466.mp4,
봉오리,5314,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/235862/MOV000246134_700X466.mp4,
봉우리,5315,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/235863/MOV000246136_700X466.mp4,
봉우리,10687,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241965/MOV000254380_700X466.mp4,
봉우리,10688,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/242021/MOV000254492_700X466.mp4,
봉제,6297,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/730973/MOV000251403_700X466.mp4,
봉제,7880,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241869/MOV000254188_700X466.mp4,
봉제,11702,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244339/MOV000259069_700X466.mp4,
봉투,7881,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191017/628494/MOV000254190_700X466.mp4,
봉화,12012,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241871/MOV000254192_700X466.mp4,
봐주지않다,5341,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785338/MOV000357037_700X466.mp4,
뵙다,10426,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632286/MOV000251120_700X466.mp4,
뵙다,10701,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632288/MOV000254793_700X466.mp4,
뵙다,12590,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632287/MOV000236798_700X466.mp4,
부,2570,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624399/MOV000239769_700X466.mp4,
부,2906,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624402/MOV000243726_700X466.mp4,
부,4109,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632007/MOV000243278_700X466.mp4,
부,4222,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624401/MOV000246266_700X466.mp4,
부,5317,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624403/MOV000246140_700X466.mp4,
부,6856,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632003/MOV000251038_700X466.mp4,
부,7964,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624400/MOV000255986_700X466.mp4,
부,10636,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632006/MOV000254452_700X466.mp4,
부,11098,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632002/MOV000235709_700X466.mp4,
부,11345,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632005/MOV000239643_700X466.mp4,
부,11617,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632004/MOV000251662_700X466.mp4,
부,12579,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632008/MOV000247088_700X466.mp4,
부,12873,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345889/MOV000245210_700X466.mp4,
부가,2702,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624370/MOV000244480_700X466.mp4,
부강,7882,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241872/MOV000254194_700X466.mp4,
부검,12147,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/235866/MOV000246142_700X466.mp4,
부결,2270,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735137/MOV000239923_700X466.mp4,
부결,2703,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/232165/MOV000244482_700X466.mp4,
부결,6714,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/249198/MOV000262192_700X466.mp4,
부고,7883,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241873/MOV000254196_700X466.mp4,
부귀,3277,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151204/221523/MOV000239635_700X466.mp4,
부귀영화,3278,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151204/221524/MOV000239637_700X466.mp4,
부근,823,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624437/MOV000237106_700X466.mp4,
부근,3683,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624436/MOV000249172_700X466.mp4,
부근,11502,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624438/MOV000249190_700X466.mp4,
부근,11775,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624440/MOV000257100_700X466.mp4,
부근,12212,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624439/MOV000254198_700X466.mp4,
부금,10176,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151204/221525/MOV000239639_700X466.mp4,
부끄러움,5318,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632224/MOV000246144_700X466.mp4,
부끄러움,12013,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632228/MOV000254200_700X466.mp4,
부끄럽다,5318,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632224/MOV000246144_700X466.mp4,
부끄럽다,8117,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632229/MOV000257694_700X466.mp4,
부끄럽다,10755,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632227/MOV000253564_700X466.mp4,
부끄럽다,12013,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632228/MOV000254200_700X466.mp4,
부끄럽다,12268,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632230/MOV000253442_700X466.mp4,
부녀,1648,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222955/MOV000240321_700X466.mp4,
부녀,2942,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631983/MOV000245154_700X466.mp4,
부녀,5319,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/235868/MOV000246146_700X466.mp4,
부녀,9122,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241931/MOV000254312_700X466.mp4,
부녀,9123,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241930/MOV000254310_700X466.mp4,
부녀,11420,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345886/MOV000245156_700X466.mp4,
부녀,12687,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735443/MOV000245334_700X466.mp4,
부녀자,1648,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222955/MOV000240321_700X466.mp4,
부녀자,2942,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631983/MOV000245154_700X466.mp4,
부녀자,5319,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/235868/MOV000246146_700X466.mp4,
부녀자,9123,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241930/MOV000254310_700X466.mp4,
부녀자,11420,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345886/MOV000245156_700X466.mp4,
부녀자,12687,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735443/MOV000245334_700X466.mp4,
부녀회,2997,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233817/MOV000245212_700X466.mp4,
부녀회,11886,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733663/MOV000255584_700X466.mp4,
부담,10634,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241932/MOV000254314_700X466.mp4,
부담,11085,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735401/MOV000241438_700X466.mp4,
부담감,11085,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735401/MOV000241438_700X466.mp4,
부당,2998,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233818/MOV000245214_700X466.mp4,
부대,2999,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005071/MOV000359799_700X466.mp4,
부도,5751,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/254954/MOV000266371_700X466.mp4,
부도,5836,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238401/MOV000247300_700X466.mp4,
부동산,2743,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/232166/MOV000244484_700X466.mp4,
