kor,no,url,part
보격조사,19982,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285856/MOV000286028_700X466.mp4,
보고,6430,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004446/MOV000359635_700X466.mp4,
보고,19983,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290140/MOV000286033_700X466.mp4,조사
보고서,8745,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004591/MOV000359671_700X466.mp4,
보고서,11906,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733466/MOV000245088_700X466.mp4,
보관,6431,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004854/MOV000359726_700X466.mp4,
보관소,1643,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005020/MOV000359753_700X466.mp4,
보관함,5901,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235495/MOV000245994_700X466.mp4,
보급,12202,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241577/MOV000253611_700X466.mp4,
보기,6432,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241578/MOV000253613_700X466.mp4,
보기,12649,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234092/MOV000245366_700X466.mp4,
보기,18633,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284617/MOV000282015_700X466.mp4,
보내다,6433,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1039854/MOV000360425_700X466.mp4,
보내다,6434,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042473/MOV000360993_700X466.mp4,
보내다,9120,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630834/MOV000254306_700X466.mp4,
보내다,10548,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/210794/MOV000234828_700X466.mp4,
보내다,10623,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630835/MOV000253615_700X466.mp4,
보내다,10637,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630836/MOV000254600_700X466.mp4,
보내오다,11343,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151203/221031/MOV000239443_700X466.mp4,
보낸편지함,15505,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/269538/MOV000272516_700X466.mp4,
보너스,6435,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241583/MOV000253621_700X466.mp4,
보너스,12228,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009698/MOV000360008_700X466.mp4,
보다,6436,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627257/MOV000253623_700X466.mp4,
보다,6437,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615395/MOV000253625_700X466.mp4,
보다,12643,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632440/MOV000245090_700X466.mp4,
보다,19984,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290141/MOV000286035_700X466.mp4,조사
보답,6438,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241586/MOV000253627_700X466.mp4,
보도,6439,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727518/MOV000253629_700X466.mp4,
보드랍다,1544,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630914/MOV000240255_700X466.mp4,
보드랍다,3408,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630913/MOV000244290_700X466.mp4,
보드랍다,6142,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630911/MOV000252395_700X466.mp4,
보드랍다,10635,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630908/MOV000254320_700X466.mp4,
보드랍다,11071,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630909/MOV000241281_700X466.mp4,
보드랍다,11637,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630910/MOV000250856_700X466.mp4,
보드랍다,12203,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630912/MOV000253631_700X466.mp4,
보드랍다,12849,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630915/MOV000246320_700X466.mp4,
보따리,2633,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630172/MOV000260366_700X466.mp4,
보따리,9100,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630171/MOV000253741_700X466.mp4,
보따리,9864,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630170/MOV000258848_700X466.mp4,
보라,3076,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005073/MOV000359801_700X466.mp4,
보라,9101,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727681/MOV000253743_700X466.mp4,
보라색,3076,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005073/MOV000359801_700X466.mp4,
보라색,3587,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231915/MOV000244378_700X466.mp4,
보라색,9101,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727681/MOV000253743_700X466.mp4,
보람,9102,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040001/MOV000360545_700X466.mp4,
보랏빛,3587,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231915/MOV000244378_700X466.mp4,
보류,9103,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734996/MOV000253747_700X466.mp4,
보름,9104,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785529/MOV000357174_700X466.mp4,
보름날,9104,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785529/MOV000357174_700X466.mp4,
보름달,746,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151123/215381/MOV000236860_700X466.mp4,
보름달,6088,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160105/240937/MOV000252347_700X466.mp4,
보름달,9105,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241648/MOV000253751_700X466.mp4,
보리,5587,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735171/MOV000245996_700X466.mp4,
보리,9106,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241649/MOV000253753_700X466.mp4,
보리쌀,5587,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735171/MOV000245996_700X466.mp4,
보리쌀,9106,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241649/MOV000253753_700X466.mp4,
보리차,5588,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235497/MOV000245998_700X466.mp4,
보물,9110,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241654/MOV000253763_700X466.mp4,
보물,10624,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005872/MOV000359874_700X466.mp4,
보물,12208,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241727/MOV000253907_700X466.mp4,
보물찾기,3077,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151203/221269/MOV000239523_700X466.mp4,
보배,9107,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241651/MOV000253757_700X466.mp4,
보복,3588,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231916/MOV000244380_700X466.mp4,
보살,9108,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041851/MOV000360906_700X466.mp4,
보살피다,6593,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627507/MOV000252627_700X466.mp4,
보살피다,9109,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627509/MOV000253761_700X466.mp4,
보살피다,11344,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627508/MOV000239525_700X466.mp4,
보살핌,6593,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627507/MOV000252627_700X466.mp4,
보살핌,9109,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627509/MOV000253761_700X466.mp4,
보살핌,11344,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627508/MOV000239525_700X466.mp4,
보상,3788,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/238861/MOV000248220_700X466.mp4,
보상금,5589,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001969/MOV000359546_700X466.mp4,
보석,5055,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237027/MOV000246682_700X466.mp4,
보석,9110,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241654/MOV000253763_700X466.mp4,
보석,10624,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005872/MOV000359874_700X466.mp4,
보석,12208,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241727/MOV000253907_700X466.mp4,
보석상,9794,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201229/792741/MOV000357964_700X466.mp4,
보석상,9795,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346918/MOV000260258_700X466.mp4,
보수,5590,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200818/730511/MOV000246002_700X466.mp4,
보수,6100,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004797/MOV000359710_700X466.mp4,
보수,6550,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241343/MOV000253147_700X466.mp4,
보수,9111,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241655/MOV000253765_700X466.mp4,
보수,10748,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241280/MOV000253023_700X466.mp4,
보수교육,5056,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003304/MOV000359602_700X466.mp4,
보신탕,9112,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241656/MOV000253767_700X466.mp4,
보안,5591,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235500/MOV000246004_700X466.mp4,
보안,15506,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/269539/MOV000272520_700X466.mp4,
보았다,9113,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785530/MOV000357175_700X466.mp4,
보약,3078,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221021/1043196/MOV000361088_700X466.mp4,
보어,19985,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290142/MOV000286037_700X466.mp4,명사
보육,3589,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231917/MOV000244382_700X466.mp4,
보육원,7523,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732368/MOV000250377_700X466.mp4,
보이다,12204,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632312/MOV000253771_700X466.mp4,
보이다,12618,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735439/MOV000246342_700X466.mp4,
보이다,12643,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632440/MOV000245090_700X466.mp4,
보이스카우트,5592,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235501/MOV000246006_700X466.mp4,
보일러,9114,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241659/MOV000253773_700X466.mp4,
보자,8481,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241713/MOV000253880_700X466.mp4,
보자기,2842,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221021/1043203/MOV000361094_700X466.mp4,
보잘것없다,1011,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733515/MOV000237652_700X466.mp4,
보잘것없다,5081,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733558/MOV000245676_700X466.mp4,
보잘것없다,5759,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238306/MOV000247260_700X466.mp4,
보잘것없다,7682,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241812/MOV000254074_700X466.mp4,
보잘것없다,9722,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346476/MOV000260217_700X466.mp4,
보잘것없다,10266,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218330/MOV000238199_700X466.mp4,
보잘것없다,10626,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241715/MOV000253883_700X466.mp4,
보잘것없다,23950,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241714/MOV000253882_700X466.mp4,
보장,8482,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241716/MOV000253885_700X466.mp4,
보장,12205,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009696/MOV000360006_700X466.mp4,
보전,2843,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233560/MOV000245094_700X466.mp4,
보전하세,2992,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233809/MOV000245196_700X466.mp4,
보조,3590,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626235/MOV000244384_700X466.mp4,
보조,5447,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626231/MOV000252753_700X466.mp4,
보조개,8483,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241717/MOV000253887_700X466.mp4,
보조견,5057,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003305/MOV000359603_700X466.mp4,
보조공학기기,5058,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003307/MOV000359605_700X466.mp4,
보조기억장치,15507,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/269540/MOV000272523_700X466.mp4,
보조동사,19986,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285860/MOV000286040_700X466.mp4,
보조부호,19987,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285861/MOV000286044_700X466.mp4,
보조사,19988,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285862/MOV000286049_700X466.mp4,명사
보조어,19989,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285863/MOV000286052_700X466.mp4,명사
보조용언,19990,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285864/MOV000286055_700X466.mp4,
보조적연결어미,19991,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285865/MOV000286059_700X466.mp4,
보조형용사,19992,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285866/MOV000286065_700X466.mp4,
보존,8484,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241718/MOV000253889_700X466.mp4,
보좌,5593,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235601/MOV000246008_700X466.mp4,
보좌관,3079,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151203/221273/MOV000239531_700X466.mp4,
보증,8482,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241716/MOV000253885_700X466.mp4,
보증,12205,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009696/MOV000360006_700X466.mp4,
보증금,2993,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764369/MOV000245198_700X466.mp4,
보지,11888,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735064/MOV000253893_700X466.mp4,
보청기,8485,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734987/MOV000253895_700X466.mp4,
보초,9380,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630124/MOV000249800_700X466.mp4,
보초,9501,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630128/MOV000258407_700X466.mp4,
보초,10627,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630125/MOV000253897_700X466.mp4,
보초,10752,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630126/MOV000253428_700X466.mp4,
보초,12123,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630127/MOV000246860_700X466.mp4,
보충,3080,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151203/221274/MOV000239533_700X466.mp4,
보충,8486,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241723/MOV000253899_700X466.mp4,
보충,8764,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346867/MOV000259673_700X466.mp4,
보태기,12765,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009740/MOV000360037_700X466.mp4,
보태다,3080,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151203/221274/MOV000239533_700X466.mp4,
보태다,8486,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241723/MOV000253899_700X466.mp4,
보태다,8763,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345888/MOV000245200_700X466.mp4,
보태다,8764,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346867/MOV000259673_700X466.mp4,
보탬,3080,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151203/221274/MOV000239533_700X466.mp4,
보탬,8486,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241723/MOV000253899_700X466.mp4,
보탬,8764,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346867/MOV000259673_700X466.mp4,
보통,9899,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630905/MOV000258363_700X466.mp4,
보통,10562,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630906/MOV000234494_700X466.mp4,
보통,10628,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630901/MOV000253901_700X466.mp4,
보통,11278,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630907/MOV000236802_700X466.mp4,
보통,11779,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630904/MOV000257273_700X466.mp4,
보통,12755,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630902/MOV000251443_700X466.mp4,
보통,12761,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630903/MOV000251742_700X466.mp4,
보통명사,19993,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285867/MOV000286069_700X466.mp4,
보통우편,5594,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235602/MOV000246010_700X466.mp4,
보트,8487,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241725/MOV000253903_700X466.mp4,
보편성의존명사,19994,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285868/MOV000286073_700X466.mp4,
보편적,2228,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222046/MOV000239889_700X466.mp4,
보편적,3591,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/232018/MOV000244386_700X466.mp4,
보행,3762,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624840/MOV000249241_700X466.mp4,
보행,11328,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624843/MOV000242138_700X466.mp4,
보행기,3081,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151203/221275/MOV000239535_700X466.mp4,
보행자,5595,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785389/MOV000357050_700X466.mp4,
보험,2846,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233564/MOV000245102_700X466.mp4,
보험,8488,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241726/MOV000253905_700X466.mp4,
보험금,21357,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/287131/MOV000290727_700X466.mp4,
보험료,21357,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/287131/MOV000290727_700X466.mp4,
보혈,5596,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235604/MOV000246014_700X466.mp4,
보호,8874,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004596/MOV000359676_700X466.mp4,
보호,15508,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/269541/MOV000272527_700X466.mp4,
보호감호처분,5059,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237031/MOV000246690_700X466.mp4,
보호석,3082,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151203/221276/MOV000239537_700X466.mp4,
보호수당,5060,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003308/MOV000359606_700X466.mp4,
보호자,3122,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005075/MOV000359803_700X466.mp4,
보호처분,5061,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237033/MOV000246694_700X466.mp4,
보화,9110,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241654/MOV000253763_700X466.mp4,
보화,10624,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005872/MOV000359874_700X466.mp4,
보화,12208,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241727/MOV000253907_700X466.mp4,
복,10223,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630748/MOV000237400_700X466.mp4,
복,10630,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630749/MOV000253909_700X466.mp4,
복구,8233,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734974/MOV000253911_700X466.mp4,
복구,15509,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/269641/MOV000272530_700X466.mp4,
복권,8378,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733346/MOV000254022_700X466.mp4,
복귀,11287,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735410/MOV000244388_700X466.mp4,
복귀,15510,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/269642/MOV000272532_700X466.mp4,
복덕방,12075,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241786/MOV000254024_700X466.mp4,
복도,8379,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241787/MOV000254026_700X466.mp4,
복리,7669,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734954/MOV000254046_700X466.mp4,
복부,14442,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/261845/MOV000269320_700X466.mp4,
복사,8380,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734981/MOV000254029_700X466.mp4,
복사,15511,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/269643/MOV000272534_700X466.mp4,
복사,23951,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735096/MOV000254028_700X466.mp4,
복사기,2994,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005069/MOV000359797_700X466.mp4,
복사뼈,5597,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235606/MOV000246018_700X466.mp4,
복수,7631,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244554/MOV000259495_700X466.mp4,
복수,9152,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731420/MOV000255471_700X466.mp4,
복수,12076,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731303/MOV000254031_700X466.mp4,
복수표준어,19995,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285869/MOV000286079_700X466.mp4,
복숭아,8381,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764379/MOV000254033_700X466.mp4,
복숭아꽃,11373,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/235869/MOV000246148_700X466.mp4,
복습,8382,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629664/MOV000254035_700X466.mp4,
복싱,3674,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733538/MOV000248648_700X466.mp4,
복싱,11390,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233813/MOV000245204_700X466.mp4,
복어,3592,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/232020/MOV000244390_700X466.mp4,
복용,10489,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630764/MOV000238039_700X466.mp4,
복용,11092,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345382/MOV000234991_700X466.mp4,
복용,11725,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630763/MOV000256873_700X466.mp4,
복용,12598,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630762/MOV000244392_700X466.mp4,
복원,15512,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/269644/MOV000272536_700X466.mp4,
복음,8383,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241793/MOV000254037_700X466.mp4,
복음,19996,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285870/MOV000286084_700X466.mp4,명사
복임,24705,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20161104/430800/MOV000353324_700X466.mp4,
복자음,19997,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285871/MOV000286087_700X466.mp4,명사
복잡하다,4948,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629666/MOV000243066_700X466.mp4,
복잡하다,6087,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633243/MOV000252345_700X466.mp4,
복잡하다,8384,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629665/MOV000254040_700X466.mp4,
복잡하다,11118,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633244/MOV000237735_700X466.mp4,
복잡하다,12223,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633242/MOV000252945_700X466.mp4,
복잡하다,23952,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633241/MOV000254039_700X466.mp4,
복장,10631,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632419/MOV000235185_700X466.mp4,
복장,12459,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632419/MOV000235185_700X466.mp4,
복종,5452,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20180806/503245/MOV000354371_700X466.mp4,
복종,10764,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241424/MOV000253306_700X466.mp4,
복종,12209,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040276/MOV000360678_700X466.mp4,
복지,7669,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734954/MOV000254046_700X466.mp4,
복지시설,5062,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003309/MOV000359607_700X466.mp4,
복지재단,2995,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005070/MOV000359798_700X466.mp4,
복지카드,8533,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004511/MOV000359660_700X466.mp4,
복직,8913,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235756/MOV000246120_700X466.mp4,
복직,24705,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20161104/430800/MOV000353324_700X466.mp4,
복통,7670,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241799/MOV000254048_700X466.mp4,
복판,5275,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009642/MOV000359973_700X466.mp4,
복판,6882,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239708/MOV000249908_700X466.mp4,
복판,9302,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213997/MOV000236273_700X466.mp4,
